ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-16 10:07:40.428,57
1,h,DOWN,2017-05-16 10:07:40.491,57
2,t,UP,2017-05-16 10:07:40.584,57
3,h,UP,2017-05-16 10:07:40.662,57
4,i,DOWN,2017-05-16 10:07:41.084,57
5,i,UP,2017-05-16 10:07:41.146,57
6,s,DOWN,2017-05-16 10:07:41.224,57
7,SPACE,DOWN,2017-05-16 10:07:41.411,57
8,s,UP,2017-05-16 10:07:41.442,57
9,SPACE,UP,2017-05-16 10:07:41.505,57
10,i,DOWN,2017-05-16 10:07:41.801,57
11,i,UP,2017-05-16 10:07:41.895,57
12,s,DOWN,2017-05-16 10:07:41.926,57
13,SPACE,DOWN,2017-05-16 10:07:42.098,57
14,s,UP,2017-05-16 10:07:42.113,57
15,SPACE,UP,2017-05-16 10:07:42.222,57
16,a,DOWN,2017-05-16 10:07:42.269,57
17,a,UP,2017-05-16 10:07:42.456,57
18,SPACE,DOWN,2017-05-16 10:07:42.597,57
19,SPACE,UP,2017-05-16 10:07:42.659,57
20,t,DOWN,2017-05-16 10:07:45.530,57
21,e,DOWN,2017-05-16 10:07:45.608,57
22,t,UP,2017-05-16 10:07:45.701,57
23,s,DOWN,2017-05-16 10:07:45.717,57
24,e,UP,2017-05-16 10:07:45.795,57
25,t,DOWN,2017-05-16 10:07:45.857,57
26,s,UP,2017-05-16 10:07:45.904,57
27,t,UP,2017-05-16 10:07:46.060,57
28,SPACE,DOWN,2017-05-16 10:07:46.918,57
29,SPACE,UP,2017-05-16 10:07:47.012,57
30,t,DOWN,2017-05-16 10:07:47.386,57
31,t,UP,2017-05-16 10:07:47.542,57
32,o,DOWN,2017-05-16 10:07:47.745,57
33,o,UP,2017-05-16 10:07:47.838,57
34,SPACE,DOWN,2017-05-16 10:07:47.979,57
35,SPACE,UP,2017-05-16 10:07:48.072,57
36,s,DOWN,2017-05-16 10:07:48.135,57
37,e,DOWN,2017-05-16 10:07:48.275,57
38,s,UP,2017-05-16 10:07:48.338,57
39,e,UP,2017-05-16 10:07:48.431,57
40,e,DOWN,2017-05-16 10:07:48.509,57
41,e,UP,2017-05-16 10:07:48.634,57
42,SPACE,DOWN,2017-05-16 10:07:48.852,57
43,SPACE,UP,2017-05-16 10:07:48.946,57
44,i,DOWN,2017-05-16 10:07:49.648,57
45,i,UP,2017-05-16 10:07:49.710,57
46,f,DOWN,2017-05-16 10:07:49.835,57
47,SPACE,DOWN,2017-05-16 10:07:49.944,57
48,f,UP,2017-05-16 10:07:49.960,57
49,SPACE,UP,2017-05-16 10:07:50.022,57
50,t,DOWN,2017-05-16 10:07:50.132,57
51,h,DOWN,2017-05-16 10:07:50.241,57
52,t,UP,2017-05-16 10:07:50.288,57
53,e,DOWN,2017-05-16 10:07:50.319,57
54,h,UP,2017-05-16 10:07:50.350,57
55,e,UP,2017-05-16 10:07:50.444,57
56,SPACE,DOWN,2017-05-16 10:07:50.475,57
57,SPACE,UP,2017-05-16 10:07:50.568,57
58,w,DOWN,2017-05-16 10:07:50.693,57
59,o,DOWN,2017-05-16 10:07:50.818,57
60,w,UP,2017-05-16 10:07:50.865,57
61,o,UP,2017-05-16 10:07:50.943,57
62,r,DOWN,2017-05-16 10:07:50.974,57
63,r,UP,2017-05-16 10:07:51.099,57
64,d,DOWN,2017-05-16 10:07:51.286,57
65,s,DOWN,2017-05-16 10:07:51.380,57
66,d,UP,2017-05-16 10:07:51.473,57
67,s,UP,2017-05-16 10:07:51.582,57
68,SPACE,DOWN,2017-05-16 10:07:51.629,57
69,SPACE,UP,2017-05-16 10:07:51.754,57
70,t,DOWN,2017-05-16 10:07:51.910,57
71,h,DOWN,2017-05-16 10:07:52.004,57
72,t,UP,2017-05-16 10:07:52.082,57
73,h,UP,2017-05-16 10:07:52.128,57
74,a,DOWN,2017-05-16 10:07:52.160,57
75,t,DOWN,2017-05-16 10:07:52.331,57
76,a,UP,2017-05-16 10:07:52.425,57
77,t,UP,2017-05-16 10:07:52.472,57
78,SPACE,DOWN,2017-05-16 10:07:52.503,57
79,SPACE,UP,2017-05-16 10:07:52.628,57
80,i,DOWN,2017-05-16 10:07:52.768,57
81,i,UP,2017-05-16 10:07:52.893,57
82,SPACE,DOWN,2017-05-16 10:07:53.018,57
83,SPACE,UP,2017-05-16 10:07:53.127,57
84,t,DOWN,2017-05-16 10:07:53.860,57
85,t,UP,2017-05-16 10:07:53.954,57
86,y,DOWN,2017-05-16 10:07:54.047,57
87,y,UP,2017-05-16 10:07:54.156,57
88,p,DOWN,2017-05-16 10:07:54.250,57
89,p,UP,2017-05-16 10:07:54.312,57
90,e,DOWN,2017-05-16 10:07:54.437,57
91,e,UP,2017-05-16 10:07:54.609,57
92,SPACE,DOWN,2017-05-16 10:07:54.718,57
93,SPACE,UP,2017-05-16 10:07:54.843,57
94,a,DOWN,2017-05-16 10:07:55.420,57
95,r,DOWN,2017-05-16 10:07:55.529,57
96,a,UP,2017-05-16 10:07:55.638,57
97,e,DOWN,2017-05-16 10:07:55.654,57
98,r,UP,2017-05-16 10:07:55.732,57
99,e,UP,2017-05-16 10:07:55.935,57
100,SPACE,DOWN,2017-05-16 10:07:56.184,57
101,SPACE,UP,2017-05-16 10:07:56.262,57
102,u,DOWN,2017-05-16 10:07:56.855,57
103,n,DOWN,2017-05-16 10:07:56.949,57
104,u,UP,2017-05-16 10:07:56.964,57
105,n,UP,2017-05-16 10:07:57.058,57
106,i,DOWN,2017-05-16 10:07:57.152,57
107,i,UP,2017-05-16 10:07:57.245,57
108,q,DOWN,2017-05-16 10:07:57.760,57
109,q,UP,2017-05-16 10:07:57.885,57
110,u,DOWN,2017-05-16 10:07:58.197,57
111,u,UP,2017-05-16 10:07:58.290,57
112,w,DOWN,2017-05-16 10:07:58.727,57
113,w,UP,2017-05-16 10:07:58.852,57
114,BACKSPACE,DOWN,2017-05-16 10:07:59.632,57
115,BACKSPACE,UP,2017-05-16 10:07:59.741,57
116,e,DOWN,2017-05-16 10:07:59.913,57
117,e,UP,2017-05-16 10:08:00.022,57
118,SPACE,DOWN,2017-05-16 10:08:00.069,57
119,SPACE,UP,2017-05-16 10:08:00.162,57
120,t,DOWN,2017-05-16 10:08:01.161,57
121,o,DOWN,2017-05-16 10:08:01.208,57
122,t,UP,2017-05-16 10:08:01.301,57
123,o,UP,2017-05-16 10:08:01.332,57
124,SPACE,DOWN,2017-05-16 10:08:01.442,57
125,SPACE,UP,2017-05-16 10:08:01.566,57
126,m,DOWN,2017-05-16 10:08:01.598,57
127,m,UP,2017-05-16 10:08:01.707,57
128,e,DOWN,2017-05-16 10:08:01.816,57
129,e,UP,2017-05-16 10:08:01.972,57
130,.,DOWN,2017-05-16 10:08:03.267,57
131,.,UP,2017-05-16 10:08:03.454,57
132,SPACE,DOWN,2017-05-16 10:08:07.089,57
133,SPACE,UP,2017-05-16 10:08:07.182,57
134,t,DOWN,2017-05-16 10:08:07.869,57
135,h,DOWN,2017-05-16 10:08:07.947,57
136,t,UP,2017-05-16 10:08:07.994,57
137,h,UP,2017-05-16 10:08:08.025,57
138,e,DOWN,2017-05-16 10:08:08.103,57
139,r,DOWN,2017-05-16 10:08:08.228,57
140,e,UP,2017-05-16 10:08:08.274,57
141,r,UP,2017-05-16 10:08:08.368,57
142,e,DOWN,2017-05-16 10:08:08.415,57
143,e,UP,2017-05-16 10:08:08.493,57
144,SPACE,DOWN,2017-05-16 10:08:08.664,57
145,SPACE,UP,2017-05-16 10:08:08.742,57
146,a,DOWN,2017-05-16 10:08:08.930,57
147,r,DOWN,2017-05-16 10:08:09.086,57
148,e,DOWN,2017-05-16 10:08:09.179,57
149,a,UP,2017-05-16 10:08:09.195,57
150,r,UP,2017-05-16 10:08:09.273,57
