ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-15 13:56:17.438
1,t,UP,2017-05-15 13:56:17.536
2,j,DOWN,2017-05-15 13:56:17.701
3,j,UP,2017-05-15 13:56:17.774
4,i,DOWN,2017-05-15 13:56:17.952
5,i,UP,2017-05-15 13:56:18.012
6,OTHER,DOWN,2017-05-15 13:56:19.149
7,OTHER,UP,2017-05-15 13:56:19.258
8,OTHER,DOWN,2017-05-15 13:56:19.353
9,OTHER,UP,2017-05-15 13:56:19.460
10,h,DOWN,2017-05-15 13:56:20.259
11,h,UP,2017-05-15 13:56:20.332
12,i,DOWN,2017-05-15 13:56:20.497
13,i,UP,2017-05-15 13:56:20.558
14,s,DOWN,2017-05-15 13:56:20.736
15,s,UP,2017-05-15 13:56:20.798
16, ,DOWN,2017-05-15 13:56:21.000
17, ,UP,2017-05-15 13:56:21.088
18,i,DOWN,2017-05-15 13:56:21.275
19,i,UP,2017-05-15 13:56:21.336
20,s,DOWN,2017-05-15 13:56:21.526
21,s,UP,2017-05-15 13:56:21.577
22, ,DOWN,2017-05-15 13:56:21.754
23, ,UP,2017-05-15 13:56:21.851
24,a,DOWN,2017-05-15 13:56:22.005
25,a,UP,2017-05-15 13:56:22.067
26, ,DOWN,2017-05-15 13:56:22.232
27, ,UP,2017-05-15 13:56:22.294
28,t,DOWN,2017-05-15 13:56:22.460
29,t,UP,2017-05-15 13:56:22.533
30,e,DOWN,2017-05-15 13:56:22.724
31,e,UP,2017-05-15 13:56:22.785
32,s,DOWN,2017-05-15 13:56:22.891
33,s,UP,2017-05-15 13:56:22.952
34,t,DOWN,2017-05-15 13:56:23.106
35,t,UP,2017-05-15 13:56:23.167
36, ,DOWN,2017-05-15 13:56:23.309
37, ,UP,2017-05-15 13:56:23.396
38,t,DOWN,2017-05-15 13:56:23.526
39,t,UP,2017-05-15 13:56:23.598
40,o,DOWN,2017-05-15 13:56:23.777
41,o,UP,2017-05-15 13:56:23.826
42, ,DOWN,2017-05-15 13:56:23.979
43, ,UP,2017-05-15 13:56:24.054
44,e,DOWN,2017-05-15 13:56:24.220
45,e,UP,2017-05-15 13:56:24.304
46,e,DOWN,2017-05-15 13:56:24.411
47,e,UP,2017-05-15 13:56:24.472
48,p,DOWN,2017-05-15 13:56:24.981
49,p,UP,2017-05-15 13:56:25.020
50,OTHER,DOWN,2017-05-15 13:56:25.574
51,OTHER,UP,2017-05-15 13:56:25.695
52,OTHER,DOWN,2017-05-15 13:56:25.777
53,OTHER,UP,2017-05-15 13:56:25.862
54,OTHER,DOWN,2017-05-15 13:56:25.972
55,OTHER,UP,2017-05-15 13:56:26.055
56,s,DOWN,2017-05-15 13:56:26.514
57,s,UP,2017-05-15 13:56:26.597
58,e,DOWN,2017-05-15 13:56:26.727
59,e,UP,2017-05-15 13:56:26.801
60,e,DOWN,2017-05-15 13:56:26.885
61,e,UP,2017-05-15 13:56:26.932
62, ,DOWN,2017-05-15 13:56:27.086
63, ,UP,2017-05-15 13:56:27.173
64,i,DOWN,2017-05-15 13:56:27.326
65,i,UP,2017-05-15 13:56:27.387
66,f,DOWN,2017-05-15 13:56:27.553
67,f,UP,2017-05-15 13:56:27.614
68, ,DOWN,2017-05-15 13:56:27.744
69, ,UP,2017-05-15 13:56:27.819
70,t,DOWN,2017-05-15 13:56:27.951
71,t,UP,2017-05-15 13:56:28.021
72,h,DOWN,2017-05-15 13:56:28.140
73,h,UP,2017-05-15 13:56:28.189
74,e,DOWN,2017-05-15 13:56:28.331
75,e,UP,2017-05-15 13:56:28.392
76, ,DOWN,2017-05-15 13:56:28.511
77, ,UP,2017-05-15 13:56:28.585
78,w,DOWN,2017-05-15 13:56:28.717
79,w,UP,2017-05-15 13:56:28.776
80,o,DOWN,2017-05-15 13:56:28.966
81,o,UP,2017-05-15 13:56:29.038
82,r,DOWN,2017-05-15 13:56:29.419
83,r,UP,2017-05-15 13:56:29.491
84,d,DOWN,2017-05-15 13:56:29.633
85,d,UP,2017-05-15 13:56:29.694
86,e,DOWN,2017-05-15 13:56:29.813
87,e,UP,2017-05-15 13:56:29.850
88,w,DOWN,2017-05-15 13:56:29.850
89,w,UP,2017-05-15 13:56:29.862
90, ,DOWN,2017-05-15 13:56:30.004
91, ,UP,2017-05-15 13:56:30.079
92,t,DOWN,2017-05-15 13:56:30.196
93,t,UP,2017-05-15 13:56:30.257
94,OTHER,DOWN,2017-05-15 13:56:30.845
95,OTHER,UP,2017-05-15 13:56:30.953
96,OTHER,DOWN,2017-05-15 13:56:31.059
97,OTHER,UP,2017-05-15 13:56:31.169
98,OTHER,DOWN,2017-05-15 13:56:31.262
99,OTHER,UP,2017-05-15 13:56:31.358
100,s,DOWN,2017-05-15 13:56:31.798
101,s,UP,2017-05-15 13:56:31.859
102, ,DOWN,2017-05-15 13:56:32.037
103, ,UP,2017-05-15 13:56:32.112
104,t,DOWN,2017-05-15 13:56:32.266
105,t,UP,2017-05-15 13:56:32.362
106,h,DOWN,2017-05-15 13:56:32.472
107,h,UP,2017-05-15 13:56:32.529
108,a,DOWN,2017-05-15 13:56:32.692
109,a,UP,2017-05-15 13:56:32.752
110,t,DOWN,2017-05-15 13:56:32.940
111,t,UP,2017-05-15 13:56:32.988
112, ,DOWN,2017-05-15 13:56:33.140
113, ,UP,2017-05-15 13:56:33.225
114,i,DOWN,2017-05-15 13:56:33.411
115,i,UP,2017-05-15 13:56:33.470
116, ,DOWN,2017-05-15 13:56:33.622
117, ,UP,2017-05-15 13:56:33.707
118,t,DOWN,2017-05-15 13:56:34.141
119,t,UP,2017-05-15 13:56:34.224
120,y,DOWN,2017-05-15 13:56:34.363
121,y,UP,2017-05-15 13:56:34.412
122,o,DOWN,2017-05-15 13:56:34.610
123,o,UP,2017-05-15 13:56:34.670
124,e,DOWN,2017-05-15 13:56:34.929
125,e,UP,2017-05-15 13:56:34.953
126,OTHER,DOWN,2017-05-15 13:56:35.314
127,OTHER,UP,2017-05-15 13:56:35.421
128,OTHER,DOWN,2017-05-15 13:56:35.514
129,OTHER,UP,2017-05-15 13:56:35.586
130,p,DOWN,2017-05-15 13:56:35.701
131,p,UP,2017-05-15 13:56:35.774
132,e,DOWN,2017-05-15 13:56:36.019
133,e,UP,2017-05-15 13:56:36.068
134, ,DOWN,2017-05-15 13:56:36.243
135, ,UP,2017-05-15 13:56:36.339
136,a,DOWN,2017-05-15 13:56:36.467
137,a,UP,2017-05-15 13:56:36.549
138,r,DOWN,2017-05-15 13:56:36.683
139,r,UP,2017-05-15 13:56:36.739
140,e,DOWN,2017-05-15 13:56:36.848
141,e,UP,2017-05-15 13:56:36.891
142, ,DOWN,2017-05-15 13:56:37.024
143, ,UP,2017-05-15 13:56:37.116
144,u,DOWN,2017-05-15 13:56:38.048
145,u,UP,2017-05-15 13:56:38.131
146,n,DOWN,2017-05-15 13:56:38.295
147,n,UP,2017-05-15 13:56:38.343
148,i,DOWN,2017-05-15 13:56:38.471
149,i,UP,2017-05-15 13:56:38.519
150,q,DOWN,2017-05-15 13:56:38.695
151,q,UP,2017-05-15 13:56:38.766
152,u,DOWN,2017-05-15 13:56:38.989
153,u,UP,2017-05-15 13:56:39.050
154,e,DOWN,2017-05-15 13:56:39.536
155,e,UP,2017-05-15 13:56:39.607
156, ,DOWN,2017-05-15 13:56:39.819
157, ,UP,2017-05-15 13:56:39.926
158,t,DOWN,2017-05-15 13:56:40.088
159,t,UP,2017-05-15 13:56:40.159
160,o,DOWN,2017-05-15 13:56:40.323
161,o,UP,2017-05-15 13:56:40.371
162, ,DOWN,2017-05-15 13:56:40.559
163, ,UP,2017-05-15 13:56:40.654
164,m,DOWN,2017-05-15 13:56:40.771
165,m,UP,2017-05-15 13:56:40.842
166,e,DOWN,2017-05-15 13:56:41.808
167,e,UP,2017-05-15 13:56:41.857
168,.,DOWN,2017-05-15 13:56:42.580
169,.,UP,2017-05-15 13:56:42.631
170, ,DOWN,2017-05-15 13:56:42.816
171, ,UP,2017-05-15 13:56:42.899
172,t,DOWN,2017-05-15 13:56:43.854
173,t,UP,2017-05-15 13:56:43.937
174,h,DOWN,2017-05-15 13:56:44.182
175,h,UP,2017-05-15 13:56:44.265
176,e,DOWN,2017-05-15 13:56:44.429
177,e,UP,2017-05-15 13:56:44.490
178,r,DOWN,2017-05-15 13:56:44.609
179,r,UP,2017-05-15 13:56:44.678
180,e,DOWN,2017-05-15 13:56:44.784
181,e,UP,2017-05-15 13:56:44.831
182, ,DOWN,2017-05-15 13:56:44.971
183, ,UP,2017-05-15 13:56:45.045
184,a,DOWN,2017-05-15 13:56:45.171
185,a,UP,2017-05-15 13:56:45.243
186,r,DOWN,2017-05-15 13:56:45.383
187,r,UP,2017-05-15 13:56:45.455
188,e,DOWN,2017-05-15 13:56:45.547
189,e,UP,2017-05-15 13:56:45.608
190, ,DOWN,2017-05-15 13:56:45.749
191, ,UP,2017-05-15 13:56:45.823
192,t,DOWN,2017-05-15 13:56:45.965
193,t,UP,2017-05-15 13:56:46.037
194,w,DOWN,2017-05-15 13:56:46.171
195,w,UP,2017-05-15 13:56:46.229
196,o,DOWN,2017-05-15 13:56:46.444
197,o,UP,2017-05-15 13:56:46.481
198, ,DOWN,2017-05-15 13:56:46.696
199, ,UP,2017-05-15 13:56:46.770
200,s,DOWN,2017-05-15 13:56:46.935
201,s,UP,2017-05-15 13:56:47.031
202,e,DOWN,2017-05-15 13:56:47.115
203,e,UP,2017-05-15 13:56:47.175
204,n,DOWN,2017-05-15 13:56:47.367
205,n,UP,2017-05-15 13:56:47.416
206,t,DOWN,2017-05-15 13:56:47.667
207,t,UP,2017-05-15 13:56:47.727
208,e,DOWN,2017-05-15 13:56:47.880
209,e,UP,2017-05-15 13:56:47.966
210,n,DOWN,2017-05-15 13:56:48.160
211,n,UP,2017-05-15 13:56:48.207
212,c,DOWN,2017-05-15 13:56:48.444
213,c,UP,2017-05-15 13:56:48.529
214,e,DOWN,2017-05-15 13:56:48.695
215,e,UP,2017-05-15 13:56:48.779
216,s,DOWN,2017-05-15 13:56:48.875
217,s,UP,2017-05-15 13:56:48.936
218, ,DOWN,2017-05-15 13:56:49.079
219, ,UP,2017-05-15 13:56:49.165
220,i,DOWN,2017-05-15 13:56:49.367
221,i,UP,2017-05-15 13:56:49.451
222,n,DOWN,2017-05-15 13:56:49.606
223,n,UP,2017-05-15 13:56:49.679
224, ,DOWN,2017-05-15 13:56:49.809
225, ,UP,2017-05-15 13:56:49.872
226,t,DOWN,2017-05-15 13:56:50.134
227,t,UP,2017-05-15 13:56:50.218
228,h,DOWN,2017-05-15 13:56:50.361
229,h,UP,2017-05-15 13:56:50.410
230,i,DOWN,2017-05-15 13:56:50.577
231,i,UP,2017-05-15 13:56:50.637
232,s,DOWN,2017-05-15 13:56:50.841
233,s,UP,2017-05-15 13:56:50.890
234, ,DOWN,2017-05-15 13:56:51.044
235, ,UP,2017-05-15 13:56:51.106
236,d,DOWN,2017-05-15 13:56:51.235
237,d,UP,2017-05-15 13:56:51.285
238,a,DOWN,2017-05-15 13:56:51.419
239,a,UP,2017-05-15 13:56:51.476
240,y,DOWN,2017-05-15 13:56:51.630
241,y,UP,2017-05-15 13:56:51.692
242,a,DOWN,2017-05-15 13:56:51.834
243,a,UP,2017-05-15 13:56:51.896
244,OTHER,DOWN,2017-05-15 13:56:52.505
245,OTHER,UP,2017-05-15 13:56:52.577
246,OTHER,DOWN,2017-05-15 13:56:52.672
247,OTHER,UP,2017-05-15 13:56:52.756
248,t,DOWN,2017-05-15 13:56:52.971
249,t,UP,2017-05-15 13:56:53.043
250,w,DOWN,2017-05-15 13:56:53.222
251,w,UP,2017-05-15 13:56:53.272
252, ,DOWN,2017-05-15 13:56:53.439
253, ,UP,2017-05-15 13:56:53.500
254,OTHER,DOWN,2017-05-15 13:56:53.918
255,OTHER,UP,2017-05-15 13:56:54.014
256,OTHER,DOWN,2017-05-15 13:56:54.097
257,OTHER,UP,2017-05-15 13:56:54.192
258,a,DOWN,2017-05-15 13:56:54.470
259,a,UP,2017-05-15 13:56:54.516
260, ,DOWN,2017-05-15 13:56:54.706
261, ,UP,2017-05-15 13:56:54.757
262,d,DOWN,2017-05-15 13:56:54.888
263,d,UP,2017-05-15 13:56:54.959
264,a,DOWN,2017-05-15 13:56:55.078
265,a,UP,2017-05-15 13:56:55.127
266,OTHER,DOWN,2017-05-15 13:56:55.414
267,OTHER,UP,2017-05-15 13:56:55.511
268,OTHER,DOWN,2017-05-15 13:56:55.594
269,OTHER,UP,2017-05-15 13:56:55.667
270,s,DOWN,2017-05-15 13:56:55.965
271,s,UP,2017-05-15 13:56:56.025
272,a,DOWN,2017-05-15 13:56:56.145
273,a,UP,2017-05-15 13:56:56.205
274,n,DOWN,2017-05-15 13:56:56.419
275,n,UP,2017-05-15 13:56:56.481
276,o,DOWN,2017-05-15 13:56:56.719
277,o,UP,2017-05-15 13:56:56.745
278,OTHER,DOWN,2017-05-15 13:56:57.121
279,OTHER,UP,2017-05-15 13:56:57.229
280,OTHER,DOWN,2017-05-15 13:56:57.300
281,OTHER,UP,2017-05-15 13:56:57.386
282,m,DOWN,2017-05-15 13:56:57.552
283,m,UP,2017-05-15 13:56:57.626
284,p,DOWN,2017-05-15 13:56:57.804
285,p,UP,2017-05-15 13:56:57.865
286,l,DOWN,2017-05-15 13:56:57.995
