ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-15 14:10:16.475,53
1,t,UP,2017-05-15 14:10:16.646,53
2,h,DOWN,2017-05-15 14:10:16.740,53
3,h,UP,2017-05-15 14:10:16.802,53
4,i,DOWN,2017-05-15 14:10:16.834,53
5,i,UP,2017-05-15 14:10:17.021,53
6,s,DOWN,2017-05-15 14:10:17.302,53
7,s,UP,2017-05-15 14:10:17.426,53
8,SPACE,DOWN,2017-05-15 14:10:17.863,53
9,SPACE,UP,2017-05-15 14:10:18.004,53
10,i,DOWN,2017-05-15 14:10:18.409,53
11,i,UP,2017-05-15 14:10:18.518,53
12,s,DOWN,2017-05-15 14:10:18.596,53
13,s,UP,2017-05-15 14:10:18.737,53
14,SPACE,DOWN,2017-05-15 14:10:18.815,53
15,SPACE,UP,2017-05-15 14:10:18.940,53
16,a,DOWN,2017-05-15 14:10:18.986,53
17,a,UP,2017-05-15 14:10:19.111,53
18,SPACE,DOWN,2017-05-15 14:10:19.236,53
19,SPACE,UP,2017-05-15 14:10:19.376,53
20,t,DOWN,2017-05-15 14:10:19.938,53
21,t,UP,2017-05-15 14:10:20.047,53
22,e,DOWN,2017-05-15 14:10:20.078,53
23,e,UP,2017-05-15 14:10:20.172,53
24,s,DOWN,2017-05-15 14:10:20.297,53
25,s,UP,2017-05-15 14:10:20.406,53
26,t,DOWN,2017-05-15 14:10:20.484,53
27,t,UP,2017-05-15 14:10:20.593,53
28,SPACE,DOWN,2017-05-15 14:10:20.890,53
29,SPACE,UP,2017-05-15 14:10:20.983,53
30,t,DOWN,2017-05-15 14:10:21.373,53
31,t,UP,2017-05-15 14:10:21.514,53
32,o,DOWN,2017-05-15 14:10:21.560,53
33,o,UP,2017-05-15 14:10:21.670,53
34,SPACE,DOWN,2017-05-15 14:10:21.841,53
35,SPACE,UP,2017-05-15 14:10:21.950,53
36,s,DOWN,2017-05-15 14:10:22.075,53
37,s,UP,2017-05-15 14:10:22.231,53
38,e,DOWN,2017-05-15 14:10:22.372,53
39,e,UP,2017-05-15 14:10:22.481,53
40,e,DOWN,2017-05-15 14:10:22.574,53
41,e,UP,2017-05-15 14:10:22.652,53
42,SPACE,DOWN,2017-05-15 14:10:22.793,53
43,SPACE,UP,2017-05-15 14:10:22.933,53
44,i,DOWN,2017-05-15 14:10:23.401,53
45,i,UP,2017-05-15 14:10:23.495,53
46,f,DOWN,2017-05-15 14:10:23.666,53
47,f,UP,2017-05-15 14:10:23.776,53
48,SPACE,DOWN,2017-05-15 14:10:23.869,53
49,SPACE,UP,2017-05-15 14:10:23.994,53
50,t,DOWN,2017-05-15 14:10:24.868,53
51,t,UP,2017-05-15 14:10:24.961,53
52,h,DOWN,2017-05-15 14:10:25.102,53
53,h,UP,2017-05-15 14:10:25.211,53
54,e,DOWN,2017-05-15 14:10:25.320,53
55,e,UP,2017-05-15 14:10:25.429,53
56,SPACE,DOWN,2017-05-15 14:10:25.523,53
57,SPACE,UP,2017-05-15 14:10:25.663,53
58,w,DOWN,2017-05-15 14:10:26.194,53
59,w,UP,2017-05-15 14:10:26.318,53
60,o,DOWN,2017-05-15 14:10:26.428,53
61,o,UP,2017-05-15 14:10:26.537,53
62,r,DOWN,2017-05-15 14:10:26.677,53
63,r,UP,2017-05-15 14:10:26.786,53
64,d,DOWN,2017-05-15 14:10:26.942,53
65,d,UP,2017-05-15 14:10:27.067,53
66,s,DOWN,2017-05-15 14:10:27.254,53
67,s,UP,2017-05-15 14:10:27.379,53
68,SPACE,DOWN,2017-05-15 14:10:28.003,53
69,SPACE,UP,2017-05-15 14:10:28.128,53
70,t,DOWN,2017-05-15 14:10:28.939,53
71,t,UP,2017-05-15 14:10:29.033,53
72,h,DOWN,2017-05-15 14:10:29.158,53
73,h,UP,2017-05-15 14:10:29.267,53
74,a,DOWN,2017-05-15 14:10:29.329,53
75,a,UP,2017-05-15 14:10:29.485,53
76,t,DOWN,2017-05-15 14:10:29.532,53
77,t,UP,2017-05-15 14:10:29.641,53
78,SPACE,DOWN,2017-05-15 14:10:29.891,53
