ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-15 15:07:39.078
1,t,UP,2017-05-15 15:07:39.600
2,e,DOWN,2017-05-15 15:07:39.600
3,e,UP,2017-05-15 15:07:39.619
4,s,DOWN,2017-05-15 15:07:39.620
5,s,UP,2017-05-15 15:07:39.673
6,t,DOWN,2017-05-15 15:07:39.833
7,t,UP,2017-05-15 15:07:39.914
8, ,DOWN,2017-05-15 15:07:40.873
9, ,UP,2017-05-15 15:07:40.980
10,i,DOWN,2017-05-15 15:07:41.348
11,i,UP,2017-05-15 15:07:41.468
12,s,DOWN,2017-05-15 15:07:41.807
13,s,UP,2017-05-15 15:07:41.896
14,OTHER,DOWN,2017-05-15 15:07:50.376
15,OTHER,UP,2017-05-15 15:07:50.482
16,OTHER,DOWN,2017-05-15 15:07:50.641
17,OTHER,UP,2017-05-15 15:07:50.731
18,OTHER,DOWN,2017-05-15 15:07:50.859
19,OTHER,UP,2017-05-15 15:07:50.968
20,OTHER,DOWN,2017-05-15 15:07:51.059
21,OTHER,UP,2017-05-15 15:07:51.164
22,OTHER,DOWN,2017-05-15 15:07:51.268
23,OTHER,UP,2017-05-15 15:07:51.381
24,OTHER,DOWN,2017-05-15 15:07:51.460
25,OTHER,UP,2017-05-15 15:07:51.557
26,OTHER,DOWN,2017-05-15 15:07:51.661
27,OTHER,UP,2017-05-15 15:07:51.719
28,t,DOWN,2017-05-15 15:07:52.563
29,t,UP,2017-05-15 15:07:52.636
30,h,DOWN,2017-05-15 15:07:52.780
31,h,UP,2017-05-15 15:07:52.877
32,i,DOWN,2017-05-15 15:07:53.038
33,i,UP,2017-05-15 15:07:53.134
34,s,DOWN,2017-05-15 15:07:53.399
35,s,UP,2017-05-15 15:07:53.472
36, ,DOWN,2017-05-15 15:07:53.721
37, ,UP,2017-05-15 15:07:53.803
38,i,DOWN,2017-05-15 15:07:54.010
39,i,UP,2017-05-15 15:07:54.098
40,s,DOWN,2017-05-15 15:07:54.347
41,s,UP,2017-05-15 15:07:54.420
42, ,DOWN,2017-05-15 15:07:54.644
43, ,UP,2017-05-15 15:07:54.746
44,a,DOWN,2017-05-15 15:07:55.040
45,a,UP,2017-05-15 15:07:55.113
46, ,DOWN,2017-05-15 15:07:55.353
47, ,UP,2017-05-15 15:07:55.445
48,t,DOWN,2017-05-15 15:07:55.635
49,t,UP,2017-05-15 15:07:55.732
50,e,DOWN,2017-05-15 15:07:55.867
51,e,UP,2017-05-15 15:07:55.965
52,s,DOWN,2017-05-15 15:07:56.068
53,s,UP,2017-05-15 15:07:56.182
54,t,DOWN,2017-05-15 15:07:56.309
55,t,UP,2017-05-15 15:07:56.415
56, ,DOWN,2017-05-15 15:07:56.697
57, ,UP,2017-05-15 15:07:56.805
58,y,DOWN,2017-05-15 15:07:57.124
59,y,UP,2017-05-15 15:07:57.144
60,y,UP,2017-05-15 15:07:57.146
61,t,DOWN,2017-05-15 15:07:57.146
62,t,UP,2017-05-15 15:07:57.245
63,o,DOWN,2017-05-15 15:07:57.527
64,o,UP,2017-05-15 15:07:57.624
65, ,DOWN,2017-05-15 15:07:57.906
66, ,UP,2017-05-15 15:07:57.989
67,OTHER,DOWN,2017-05-15 15:07:59.342
68,OTHER,UP,2017-05-15 15:07:59.414
69,OTHER,DOWN,2017-05-15 15:07:59.542
70,OTHER,UP,2017-05-15 15:07:59.639
71,OTHER,DOWN,2017-05-15 15:07:59.711
72,OTHER,UP,2017-05-15 15:07:59.801
73,OTHER,DOWN,2017-05-15 15:08:00.227
74,OTHER,UP,2017-05-15 15:08:00.315
75,t,DOWN,2017-05-15 15:08:01.038
76,t,UP,2017-05-15 15:08:01.118
77,o,DOWN,2017-05-15 15:08:01.375
78,o,UP,2017-05-15 15:08:01.456
79, ,DOWN,2017-05-15 15:08:01.964
80, ,UP,2017-05-15 15:08:02.022
81,s,DOWN,2017-05-15 15:08:02.708
82,s,UP,2017-05-15 15:08:02.798
83,e,DOWN,2017-05-15 15:08:02.957
84,e,UP,2017-05-15 15:08:03.039
85,e,DOWN,2017-05-15 15:08:03.142
86,e,UP,2017-05-15 15:08:03.224
87,i,DOWN,2017-05-15 15:08:12.300
88,i,UP,2017-05-15 15:08:12.389
89,f,DOWN,2017-05-15 15:08:12.628
90,f,UP,2017-05-15 15:08:12.687
91,OTHER,DOWN,2017-05-15 15:08:13.904
92,OTHER,UP,2017-05-15 15:08:13.977
93,OTHER,DOWN,2017-05-15 15:08:14.072
94,OTHER,UP,2017-05-15 15:08:14.137
95, ,DOWN,2017-05-15 15:08:14.539
96, ,UP,2017-05-15 15:08:14.606
97,i,DOWN,2017-05-15 15:08:15.023
98,i,UP,2017-05-15 15:08:15.119
99,f,DOWN,2017-05-15 15:08:15.328
100,f,UP,2017-05-15 15:08:15.401
101, ,DOWN,2017-05-15 15:08:15.593
102, ,UP,2017-05-15 15:08:15.691
103,t,DOWN,2017-05-15 15:08:15.883
104,t,UP,2017-05-15 15:08:15.979
105,h,DOWN,2017-05-15 15:08:16.099
106,h,UP,2017-05-15 15:08:16.188
107,e,DOWN,2017-05-15 15:08:16.470
108,e,UP,2017-05-15 15:08:16.527
109, ,DOWN,2017-05-15 15:08:16.800
110, ,UP,2017-05-15 15:08:16.874
111,w,DOWN,2017-05-15 15:08:17.404
112,w,UP,2017-05-15 15:08:17.485
113,o,DOWN,2017-05-15 15:08:17.847
114,o,UP,2017-05-15 15:08:17.945
115,r,DOWN,2017-05-15 15:08:18.226
116,r,UP,2017-05-15 15:08:18.315
117,d,DOWN,2017-05-15 15:08:18.451
118,d,UP,2017-05-15 15:08:18.548
119,s,DOWN,2017-05-15 15:08:18.676
120,s,UP,2017-05-15 15:08:18.749
121, ,DOWN,2017-05-15 15:08:19.031
122, ,UP,2017-05-15 15:08:19.117
123,t,DOWN,2017-05-15 15:08:19.411
124,t,UP,2017-05-15 15:08:19.507
125,h,DOWN,2017-05-15 15:08:19.643
126,h,UP,2017-05-15 15:08:19.740
127,a,DOWN,2017-05-15 15:08:19.965
128,a,UP,2017-05-15 15:08:20.038
129,a,UP,2017-05-15 15:08:20.039
130,s,DOWN,2017-05-15 15:08:20.039
131,s,UP,2017-05-15 15:08:20.049
132,t,DOWN,2017-05-15 15:08:20.214
133,t,UP,2017-05-15 15:08:20.295
134, ,DOWN,2017-05-15 15:08:20.617
135, ,UP,2017-05-15 15:08:20.683
136,i,DOWN,2017-05-15 15:08:21.303
137,i,UP,2017-05-15 15:08:21.359
138, ,DOWN,2017-05-15 15:08:21.552
139, ,UP,2017-05-15 15:08:21.666
140,t,DOWN,2017-05-15 15:08:21.890
141,t,UP,2017-05-15 15:08:21.978
142,y,DOWN,2017-05-15 15:08:22.074
143,y,UP,2017-05-15 15:08:22.164
144,OTHER,DOWN,2017-05-15 15:08:22.486
145,OTHER,UP,2017-05-15 15:08:22.565
146,OTHER,UP,2017-05-15 15:08:22.567
147,p,DOWN,2017-05-15 15:08:22.567
148,p,UP,2017-05-15 15:08:22.580
149,OTHER,DOWN,2017-05-15 15:08:25.561
150,OTHER,UP,2017-05-15 15:08:25.634
151,OTHER,DOWN,2017-05-15 15:08:25.769
152,OTHER,UP,2017-05-15 15:08:25.874
153,OTHER,DOWN,2017-05-15 15:08:25.970
154,OTHER,UP,2017-05-15 15:08:26.116
155,OTHER,DOWN,2017-05-15 15:08:26.187
156,OTHER,UP,2017-05-15 15:08:26.326
157,OTHER,DOWN,2017-05-15 15:08:26.420
158,OTHER,UP,2017-05-15 15:08:26.559
159,OTHER,DOWN,2017-05-15 15:08:26.629
160,OTHER,UP,2017-05-15 15:08:26.751
161,OTHER,DOWN,2017-05-15 15:08:27.081
162,OTHER,UP,2017-05-15 15:08:27.170
163,t,DOWN,2017-05-15 15:08:27.959
164,t,UP,2017-05-15 15:08:28.041
165, ,DOWN,2017-05-15 15:08:28.435
166, ,UP,2017-05-15 15:08:28.557
167,i,DOWN,2017-05-15 15:08:29.079
168,i,UP,2017-05-15 15:08:29.160
169, ,DOWN,2017-05-15 15:08:29.425
170, ,UP,2017-05-15 15:08:29.532
171,t,DOWN,2017-05-15 15:08:30.343
172,t,UP,2017-05-15 15:08:30.439
173,y,DOWN,2017-05-15 15:08:30.519
174,y,UP,2017-05-15 15:08:30.608
175,p,DOWN,2017-05-15 15:08:31.099
176,p,UP,2017-05-15 15:08:31.196
177,e,DOWN,2017-05-15 15:08:31.647
178,e,UP,2017-05-15 15:08:31.728
179, ,DOWN,2017-05-15 15:08:32.147
180, ,UP,2017-05-15 15:08:32.262
181,a,DOWN,2017-05-15 15:08:32.646
182,a,UP,2017-05-15 15:08:32.753
183,r,DOWN,2017-05-15 15:08:32.920
184,r,UP,2017-05-15 15:08:33.034
185,e,DOWN,2017-05-15 15:08:33.137
186,e,UP,2017-05-15 15:08:33.227
187, ,DOWN,2017-05-15 15:08:33.645
188, ,UP,2017-05-15 15:08:33.736
189,u,DOWN,2017-05-15 15:08:36.205
190,u,UP,2017-05-15 15:08:36.294
191,m,DOWN,2017-05-15 15:08:36.453
192,m,UP,2017-05-15 15:08:36.583
193,i,DOWN,2017-05-15 15:08:36.719
194,i,UP,2017-05-15 15:08:36.849
195,q,DOWN,2017-05-15 15:08:37.423
196,q,UP,2017-05-15 15:08:37.497
197,u,DOWN,2017-05-15 15:08:37.915
198,u,UP,2017-05-15 15:08:38.004
199,e,DOWN,2017-05-15 15:08:38.350
200,e,UP,2017-05-15 15:08:38.423
201, ,DOWN,2017-05-15 15:08:38.818
202, ,UP,2017-05-15 15:08:38.951
203,t,DOWN,2017-05-15 15:08:39.358
204,t,UP,2017-05-15 15:08:39.446
205,p,DOWN,2017-05-15 15:08:39.769
206,p,UP,2017-05-15 15:08:39.865
207,?,DOWN,2017-05-15 15:08:40.599
208,?,UP,2017-05-15 15:08:40.685
209,?,DOWN,2017-05-15 15:08:40.808
210,?,UP,2017-05-15 15:08:40.900
211,?,DOWN,2017-05-15 15:08:41.001
212,?,UP,2017-05-15 15:08:41.102
213,?,DOWN,2017-05-15 15:08:41.218
214,?,UP,2017-05-15 15:08:41.293
215,OTHER,DOWN,2017-05-15 15:08:42.047
216,OTHER,UP,2017-05-15 15:08:42.136
217,OTHER,DOWN,2017-05-15 15:08:42.248
218,OTHER,UP,2017-05-15 15:08:42.345
219,OTHER,DOWN,2017-05-15 15:08:42.433
220,OTHER,UP,2017-05-15 15:08:42.538
221,OTHER,DOWN,2017-05-15 15:08:42.651
222,OTHER,UP,2017-05-15 15:08:42.733
223,OTHER,DOWN,2017-05-15 15:08:42.843
224,OTHER,UP,2017-05-15 15:08:42.946
225,OTHER,DOWN,2017-05-15 15:08:43.052
226,OTHER,UP,2017-05-15 15:08:43.149
227,OTHER,DOWN,2017-05-15 15:08:43.277
228,OTHER,UP,2017-05-15 15:08:43.359
229,OTHER,DOWN,2017-05-15 15:08:43.479
230,OTHER,UP,2017-05-15 15:08:43.567
231,OTHER,DOWN,2017-05-15 15:08:43.687
232,OTHER,UP,2017-05-15 15:08:43.776
233,OTHER,DOWN,2017-05-15 15:08:43.889
234,OTHER,UP,2017-05-15 15:08:43.970
235,OTHER,DOWN,2017-05-15 15:08:44.106
236,OTHER,UP,2017-05-15 15:08:44.178
237,OTHER,DOWN,2017-05-15 15:08:44.299
238,OTHER,UP,2017-05-15 15:08:44.379
239,n,DOWN,2017-05-15 15:08:45.306
240,n,UP,2017-05-15 15:08:45.386
