ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-16 11:08:15.246
1,t,UP,2017-05-16 11:08:15.592
2,h,DOWN,2017-05-16 11:08:15.593
3,i,DOWN,2017-05-16 11:08:15.593
4,h,UP,2017-05-16 11:08:15.725
5,i,UP,2017-05-16 11:08:15.726
6,s,DOWN,2017-05-16 11:08:15.886
7,s,UP,2017-05-16 11:08:15.951
8, ,DOWN,2017-05-16 11:08:16.693
9, ,UP,2017-05-16 11:08:16.785
10,i,DOWN,2017-05-16 11:08:17.256
11,i,UP,2017-05-16 11:08:17.337
12,s,DOWN,2017-05-16 11:08:17.392
13,s,UP,2017-05-16 11:08:17.464
14, ,DOWN,2017-05-16 11:08:17.528
15, ,UP,2017-05-16 11:08:17.620
16,a,DOWN,2017-05-16 11:08:17.720
17,a,UP,2017-05-16 11:08:17.793
18, ,DOWN,2017-05-16 11:08:18.074
19, ,UP,2017-05-16 11:08:18.164
20,t,DOWN,2017-05-16 11:08:39.538
21,t,UP,2017-05-16 11:08:39.592
22,e,DOWN,2017-05-16 11:08:40.265
23,e,UP,2017-05-16 11:08:40.338
24,a,DOWN,2017-05-16 11:08:40.474
25,a,UP,2017-05-16 11:08:40.530
26,t,DOWN,2017-05-16 11:08:40.554
27,t,UP,2017-05-16 11:08:40.610
28,OTHER,DOWN,2017-05-16 11:08:42.175
29,OTHER,UP,2017-05-16 11:08:42.239
30,OTHER,DOWN,2017-05-16 11:08:42.319
31,OTHER,UP,2017-05-16 11:08:42.383
32,s,DOWN,2017-05-16 11:08:42.439
33,s,UP,2017-05-16 11:08:42.512
34,t,DOWN,2017-05-16 11:08:43.085
35,t,UP,2017-05-16 11:08:43.126
36, ,DOWN,2017-05-16 11:08:44.379
37, ,UP,2017-05-16 11:08:44.437
38,t,DOWN,2017-05-16 11:08:45.909
39,t,UP,2017-05-16 11:08:45.974
40,o,DOWN,2017-05-16 11:08:46.013
41,o,UP,2017-05-16 11:08:46.095
42, ,DOWN,2017-05-16 11:08:46.294
43, ,UP,2017-05-16 11:08:46.408
44,s,DOWN,2017-05-16 11:08:46.437
45,s,UP,2017-05-16 11:08:46.518
46,e,DOWN,2017-05-16 11:08:46.718
47,e,UP,2017-05-16 11:08:46.799
48,e,DOWN,2017-05-16 11:08:46.895
49,e,UP,2017-05-16 11:08:46.976
50, ,DOWN,2017-05-16 11:08:47.055
51, ,UP,2017-05-16 11:08:47.170
52,i,DOWN,2017-05-16 11:08:47.482
53,i,UP,2017-05-16 11:08:47.570
54,f,DOWN,2017-05-16 11:08:47.617
55,f,UP,2017-05-16 11:08:47.707
56, ,DOWN,2017-05-16 11:08:47.762
57, ,UP,2017-05-16 11:08:47.894
58,t,DOWN,2017-05-16 11:08:47.907
59,t,UP,2017-05-16 11:08:47.987
60,h,DOWN,2017-05-16 11:08:48.082
61,h,UP,2017-05-16 11:08:48.179
62,e,DOWN,2017-05-16 11:08:48.227
63,e,UP,2017-05-16 11:08:48.292
64, ,DOWN,2017-05-16 11:08:48.403
65, ,UP,2017-05-16 11:08:48.552
66,w,DOWN,2017-05-16 11:08:50.048
67,w,UP,2017-05-16 11:08:50.136
