ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-16 16:29:54.755,59
1,t,UP,2017-05-16 16:29:54.816,59
2,h,DOWN,2017-05-16 16:29:55.308,59
3,h,UP,2017-05-16 16:29:55.397,59
4,i,DOWN,2017-05-16 16:29:55.533,59
5,i,UP,2017-05-16 16:29:55.605,59
6,s,DOWN,2017-05-16 16:29:55.902,59
7,s,UP,2017-05-16 16:29:56.007,59
8, ,DOWN,2017-05-16 16:29:57.478,59
9, ,UP,2017-05-16 16:29:57.579,59
10,i,DOWN,2017-05-16 16:29:57.807,59
11,i,UP,2017-05-16 16:29:57.903,59
12,i,DOWN,2017-05-16 16:29:59.006,59
13,i,UP,2017-05-16 16:29:59.103,59
14,s,DOWN,2017-05-16 16:29:59.174,59
15,s,UP,2017-05-16 16:29:59.263,59
16, ,DOWN,2017-05-16 16:29:59.526,59
17, ,UP,2017-05-16 16:29:59.608,59
18,a,DOWN,2017-05-16 16:30:00.203,59
19,a,UP,2017-05-16 16:30:00.285,59
20, ,DOWN,2017-05-16 16:30:00.491,59
21, ,UP,2017-05-16 16:30:00.567,59
22,t,DOWN,2017-05-16 16:30:00.869,59
23,t,UP,2017-05-16 16:30:00.958,59
24,e,DOWN,2017-05-16 16:30:01.065,59
25,e,UP,2017-05-16 16:30:01.134,59
26,s,DOWN,2017-05-16 16:30:01.301,59
27,s,UP,2017-05-16 16:30:01.406,59
28,t,DOWN,2017-05-16 16:30:01.511,59
29,t,UP,2017-05-16 16:30:01.581,59
30, ,DOWN,2017-05-16 16:30:02.279,59
31, ,UP,2017-05-16 16:30:02.362,59
32,t,DOWN,2017-05-16 16:30:03.012,59
33,t,UP,2017-05-16 16:30:03.108,59
34,o,DOWN,2017-05-16 16:30:03.187,59
35,o,UP,2017-05-16 16:30:03.224,59
36, ,DOWN,2017-05-16 16:30:03.412,59
37, ,UP,2017-05-16 16:30:03.503,59
38,s,DOWN,2017-05-16 16:30:03.636,59
39,s,UP,2017-05-16 16:30:03.716,59
40,e,DOWN,2017-05-16 16:30:04.054,59
41,e,UP,2017-05-16 16:30:04.159,59
42,e,DOWN,2017-05-16 16:30:04.230,59
43,e,UP,2017-05-16 16:30:04.319,59
44, ,DOWN,2017-05-16 16:30:04.551,59
45, ,UP,2017-05-16 16:30:04.617,59
46,i,DOWN,2017-05-16 16:30:05.459,59
47,i,UP,2017-05-16 16:30:05.539,59
48,f,DOWN,2017-05-16 16:30:05.771,59
49,f,UP,2017-05-16 16:30:05.860,59
50,n,DOWN,2017-05-16 16:30:05.867,59
51,n,UP,2017-05-16 16:30:05.978,59
52,n,UP,2017-05-16 16:30:05.980,59
53,b,DOWN,2017-05-16 16:30:05.980,59
54,b,UP,2017-05-16 16:30:05.981,59
55,t,DOWN,2017-05-16 16:30:06.172,59
56,t,UP,2017-05-16 16:30:06.283,59
57,t,UP,2017-05-16 16:30:06.284,59
58,y,DOWN,2017-05-16 16:30:06.284,59
