ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-17 13:40:12.311
1,t,UP,2017-05-17 13:40:12.488
2,h,DOWN,2017-05-17 13:40:12.721
3,h,UP,2017-05-17 13:40:12.817
4,i,DOWN,2017-05-17 13:40:12.933
5,i,UP,2017-05-17 13:40:13.040
6,s,DOWN,2017-05-17 13:40:13.098
7,s,UP,2017-05-17 13:40:13.181
8, ,DOWN,2017-05-17 13:40:13.227
9, ,UP,2017-05-17 13:40:13.313
10,i,DOWN,2017-05-17 13:40:13.463
11,i,UP,2017-05-17 13:40:13.558
12,s,DOWN,2017-05-17 13:40:13.567
13,s,UP,2017-05-17 13:40:13.663
14,b,DOWN,2017-05-17 13:40:13.698
15,b,UP,2017-05-17 13:40:13.781
16,a,DOWN,2017-05-17 13:40:13.980
17,a,UP,2017-05-17 13:40:14.099
18,OTHER,DOWN,2017-05-17 13:40:14.871
19,OTHER,UP,2017-05-17 13:40:14.978
20,OTHER,DOWN,2017-05-17 13:40:15.106
21,OTHER,UP,2017-05-17 13:40:15.191
22, ,DOWN,2017-05-17 13:40:16.849
23, ,UP,2017-05-17 13:40:16.947
24,a,DOWN,2017-05-17 13:40:19.309
25,a,UP,2017-05-17 13:40:19.451
26, ,DOWN,2017-05-17 13:40:19.500
27, ,UP,2017-05-17 13:40:19.598
28,t,DOWN,2017-05-17 13:40:19.764
29,t,UP,2017-05-17 13:40:19.906
30,e,DOWN,2017-05-17 13:40:19.983
31,e,UP,2017-05-17 13:40:20.099
32,s,DOWN,2017-05-17 13:40:20.194
33,t,DOWN,2017-05-17 13:40:20.256
34,s,UP,2017-05-17 13:40:20.293
35,t,UP,2017-05-17 13:40:20.364
36, ,DOWN,2017-05-17 13:40:20.506
37, ,UP,2017-05-17 13:40:20.604
38,t,DOWN,2017-05-17 13:40:21.191
39,t,UP,2017-05-17 13:40:21.300
40,o,DOWN,2017-05-17 13:40:21.326
41,o,UP,2017-05-17 13:40:21.444
42, ,DOWN,2017-05-17 13:40:21.933
