ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-17 12:55:37.230
1,t,UP,2017-05-17 12:55:37.426
2,t,DOWN,2017-05-17 12:55:38.702
3,t,UP,2017-05-17 12:55:38.783
4,h,DOWN,2017-05-17 12:55:38.919
5,h,UP,2017-05-17 12:55:39.011
6,i,DOWN,2017-05-17 12:55:39.135
7,i,UP,2017-05-17 12:55:39.221
8,s,DOWN,2017-05-17 12:55:39.311
9,s,UP,2017-05-17 12:55:39.474
10, ,DOWN,2017-05-17 12:55:39.502
11, ,UP,2017-05-17 12:55:39.575
12,i,DOWN,2017-05-17 12:55:40.066
13,i,UP,2017-05-17 12:55:40.155
14,s,DOWN,2017-05-17 12:55:40.235
15,s,UP,2017-05-17 12:55:40.348
16, ,DOWN,2017-05-17 12:55:40.419
17, ,UP,2017-05-17 12:55:40.507
18,a,DOWN,2017-05-17 12:55:41.004
19,a,UP,2017-05-17 12:55:41.149
20, ,DOWN,2017-05-17 12:55:41.165
21, ,UP,2017-05-17 12:55:41.255
22,t,DOWN,2017-05-17 12:55:41.695
23,t,UP,2017-05-17 12:55:41.799
24,e,DOWN,2017-05-17 12:55:41.847
25,e,UP,2017-05-17 12:55:41.944
26,s,DOWN,2017-05-17 12:55:42.047
27,s,UP,2017-05-17 12:55:42.161
28,t,DOWN,2017-05-17 12:55:42.161
29,t,UP,2017-05-17 12:55:42.232
30, ,DOWN,2017-05-17 12:55:42.408
31, ,UP,2017-05-17 12:55:42.506
32,t,DOWN,2017-05-17 12:55:42.584
33,t,UP,2017-05-17 12:55:42.720
34,o,DOWN,2017-05-17 12:55:42.754
35,o,UP,2017-05-17 12:55:42.833
36, ,DOWN,2017-05-17 12:55:43.017
37, ,UP,2017-05-17 12:55:43.122
38,s,DOWN,2017-05-17 12:55:43.145
39,s,UP,2017-05-17 12:55:43.289
40,e,DOWN,2017-05-17 12:55:43.410
41,e,UP,2017-05-17 12:55:43.514
42,e,DOWN,2017-05-17 12:55:43.594
43,e,UP,2017-05-17 12:55:43.707
44, ,DOWN,2017-05-17 12:55:43.778
45, ,UP,2017-05-17 12:55:43.861
46,i,DOWN,2017-05-17 12:55:44.849
47,i,UP,2017-05-17 12:55:44.922
48,f,DOWN,2017-05-17 12:55:44.986
49,f,UP,2017-05-17 12:55:45.090
50, ,DOWN,2017-05-17 12:55:45.130
51, ,UP,2017-05-17 12:55:45.229
52,t,DOWN,2017-05-17 12:55:45.258
53,t,UP,2017-05-17 12:55:45.387
54,h,DOWN,2017-05-17 12:55:45.443
55,h,UP,2017-05-17 12:55:45.524
56,e,DOWN,2017-05-17 12:55:45.595
57,e,UP,2017-05-17 12:55:45.723
58, ,DOWN,2017-05-17 12:55:46.021
59, ,UP,2017-05-17 12:55:46.128
60,w,DOWN,2017-05-17 12:55:46.245
61,w,UP,2017-05-17 12:55:46.374
62,o,DOWN,2017-05-17 12:55:46.607
63,o,UP,2017-05-17 12:55:46.704
64,r,DOWN,2017-05-17 12:55:46.775
65,r,UP,2017-05-17 12:55:46.896
66,d,DOWN,2017-05-17 12:55:47.016
67,d,UP,2017-05-17 12:55:47.112
68,s,DOWN,2017-05-17 12:55:47.232
69,s,UP,2017-05-17 12:55:47.353
70, ,DOWN,2017-05-17 12:55:47.353
71, ,UP,2017-05-17 12:55:47.448
72,t,DOWN,2017-05-17 12:55:47.632
73,t,UP,2017-05-17 12:55:47.706
74,h,DOWN,2017-05-17 12:55:47.817
75,a,DOWN,2017-05-17 12:55:47.874
76,h,UP,2017-05-17 12:55:47.899
77,a,UP,2017-05-17 12:55:48.011
78,t,DOWN,2017-05-17 12:55:48.033
79,t,UP,2017-05-17 12:55:48.107
80, ,DOWN,2017-05-17 12:55:48.266
81, ,UP,2017-05-17 12:55:48.357
82,i,DOWN,2017-05-17 12:55:48.481
83,i,UP,2017-05-17 12:55:48.562
84, ,DOWN,2017-05-17 12:55:48.698
85, ,UP,2017-05-17 12:55:48.793
86,t,DOWN,2017-05-17 12:55:48.827
87,t,UP,2017-05-17 12:55:48.956
88,y,DOWN,2017-05-17 12:55:49.027
89,y,UP,2017-05-17 12:55:49.100
90,p,DOWN,2017-05-17 12:55:49.259
91,p,UP,2017-05-17 12:55:49.357
92,e,DOWN,2017-05-17 12:55:49.484
93,e,UP,2017-05-17 12:55:49.612
94, ,DOWN,2017-05-17 12:55:49.636
95, ,UP,2017-05-17 12:55:49.718
96,a,DOWN,2017-05-17 12:55:49.764
97,a,UP,2017-05-17 12:55:49.917
98,r,DOWN,2017-05-17 12:55:50.053
99,r,UP,2017-05-17 12:55:50.141
100,e,DOWN,2017-05-17 12:55:50.245
101,e,UP,2017-05-17 12:55:50.358
102, ,DOWN,2017-05-17 12:55:50.405
103, ,UP,2017-05-17 12:55:50.479
104,u,DOWN,2017-05-17 12:55:50.678
105,u,UP,2017-05-17 12:55:50.759
106,n,DOWN,2017-05-17 12:55:50.887
107,n,UP,2017-05-17 12:55:50.976
108,i,DOWN,2017-05-17 12:55:51.175
109,i,UP,2017-05-17 12:55:51.264
110,q,DOWN,2017-05-17 12:55:51.868
111,q,UP,2017-05-17 12:55:52.029
112,u,DOWN,2017-05-17 12:55:52.205
113,u,UP,2017-05-17 12:55:52.294
114,e,DOWN,2017-05-17 12:55:52.349
115,e,UP,2017-05-17 12:55:52.477
116, ,DOWN,2017-05-17 12:55:52.534
117, ,UP,2017-05-17 12:55:52.627
118,y,DOWN,2017-05-17 12:55:52.749
