ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-17 12:05:01.380,60
1,h,DOWN,2017-05-17 12:05:01.630,60
2,t,UP,2017-05-17 12:05:01.692,60
3,h,UP,2017-05-17 12:05:01.755,60
4,i,DOWN,2017-05-17 12:05:01.817,60
5,i,UP,2017-05-17 12:05:01.864,60
6,s,DOWN,2017-05-17 12:05:01.926,60
7,SPACE,DOWN,2017-05-17 12:05:01.989,60
8,s,UP,2017-05-17 12:05:02.051,60
9,SPACE,UP,2017-05-17 12:05:02.192,60
10,i,DOWN,2017-05-17 12:05:02.238,60
11,i,UP,2017-05-17 12:05:02.363,60
12,s,DOWN,2017-05-17 12:05:02.426,60
13,SPACE,DOWN,2017-05-17 12:05:02.488,60
14,s,UP,2017-05-17 12:05:02.550,60
15,SPACE,UP,2017-05-17 12:05:02.660,60
16,a,DOWN,2017-05-17 12:05:02.816,60
17,SPACE,DOWN,2017-05-17 12:05:02.925,60
18,a,UP,2017-05-17 12:05:02.987,60
19,SPACE,UP,2017-05-17 12:05:03.096,60
20,t,DOWN,2017-05-17 12:05:03.362,60
21,t,UP,2017-05-17 12:05:03.471,60
22,e,DOWN,2017-05-17 12:05:03.642,60
23,e,UP,2017-05-17 12:05:03.783,60
24,s,DOWN,2017-05-17 12:05:03.892,60
25,s,UP,2017-05-17 12:05:04.048,60
26,t,DOWN,2017-05-17 12:05:04.142,60
27,t,UP,2017-05-17 12:05:04.220,60
28,SPACE,DOWN,2017-05-17 12:05:04.282,60
29,SPACE,UP,2017-05-17 12:05:04.407,60
30,t,DOWN,2017-05-17 12:05:04.500,60
31,o,DOWN,2017-05-17 12:05:04.594,60
32,t,UP,2017-05-17 12:05:04.688,60
33,o,UP,2017-05-17 12:05:04.750,60
34,SPACE,DOWN,2017-05-17 12:05:04.859,60
35,s,DOWN,2017-05-17 12:05:04.937,60
36,SPACE,UP,2017-05-17 12:05:04.984,60
37,s,UP,2017-05-17 12:05:05.062,60
38,e,DOWN,2017-05-17 12:05:05.171,60
39,e,UP,2017-05-17 12:05:05.296,60
40,e,DOWN,2017-05-17 12:05:05.374,60
41,SPACE,DOWN,2017-05-17 12:05:05.499,60
42,e,UP,2017-05-17 12:05:05.561,60
43,SPACE,UP,2017-05-17 12:05:05.655,60
44,o,DOWN,2017-05-17 12:05:05.842,60
45,o,UP,2017-05-17 12:05:05.936,60
46,BACKSPACE,DOWN,2017-05-17 12:05:06.357,60
47,BACKSPACE,UP,2017-05-17 12:05:06.435,60
48,i,DOWN,2017-05-17 12:05:07.137,60
49,i,UP,2017-05-17 12:05:07.246,60
50,f,DOWN,2017-05-17 12:05:07.308,60
51,SPACE,DOWN,2017-05-17 12:05:07.386,60
52,f,UP,2017-05-17 12:05:07.449,60
53,SPACE,UP,2017-05-17 12:05:07.511,60
54,t,DOWN,2017-05-17 12:05:07.558,60
55,h,DOWN,2017-05-17 12:05:07.620,60
56,t,UP,2017-05-17 12:05:07.683,60
57,h,UP,2017-05-17 12:05:07.745,60
58,e,DOWN,2017-05-17 12:05:07.792,60
59,e,UP,2017-05-17 12:05:07.854,60
60,SPACE,DOWN,2017-05-17 12:05:07.917,60
61,SPACE,UP,2017-05-17 12:05:07.979,60
62,w,DOWN,2017-05-17 12:05:08.042,60
63,w,UP,2017-05-17 12:05:08.166,60
64,o,DOWN,2017-05-17 12:05:08.260,60
65,o,UP,2017-05-17 12:05:08.416,60
66,r,DOWN,2017-05-17 12:05:08.478,60
67,r,UP,2017-05-17 12:05:08.556,60
68,d,DOWN,2017-05-17 12:05:08.681,60
