ID,keyPressed,keyState,timestamp
0,r,DOWN,2017-05-15 18:11:55.917
1,r,UP,2017-05-15 18:11:56.004
2,t,DOWN,2017-05-15 18:11:56.004
3,t,UP,2017-05-15 18:11:56.035
4,h,DOWN,2017-05-15 18:11:56.116
5,h,UP,2017-05-15 18:11:56.221
6,u,DOWN,2017-05-15 18:11:56.222
7,u,UP,2017-05-15 18:11:56.238
8,i,DOWN,2017-05-15 18:11:56.238
9,s,DOWN,2017-05-15 18:11:56.329
10,i,UP,2017-05-15 18:11:56.365
11,s,UP,2017-05-15 18:11:56.447
12,OTHER,DOWN,2017-05-15 18:11:57.458
13,OTHER,UP,2017-05-15 18:11:57.565
14,OTHER,DOWN,2017-05-15 18:11:57.706
15,OTHER,UP,2017-05-15 18:11:57.788
16,OTHER,DOWN,2017-05-15 18:11:59.120
17,OTHER,UP,2017-05-15 18:11:59.250
18,OTHER,DOWN,2017-05-15 18:11:59.356
19,OTHER,UP,2017-05-15 18:11:59.449
20,t,DOWN,2017-05-15 18:12:07.639
21,t,UP,2017-05-15 18:12:07.710
22,h,DOWN,2017-05-15 18:12:07.850
23,h,UP,2017-05-15 18:12:07.909
24,i,DOWN,2017-05-15 18:12:08.020
25,i,UP,2017-05-15 18:12:08.074
26,s,DOWN,2017-05-15 18:12:08.131
27,s,UP,2017-05-15 18:12:08.156
28, ,DOWN,2017-05-15 18:12:08.274
29, ,UP,2017-05-15 18:12:08.322
30,i,DOWN,2017-05-15 18:12:09.082
31,i,UP,2017-05-15 18:12:09.189
32,s,DOWN,2017-05-15 18:12:09.258
33,s,UP,2017-05-15 18:12:09.365
34, ,DOWN,2017-05-15 18:12:09.447
35, ,UP,2017-05-15 18:12:09.483
36,a,DOWN,2017-05-15 18:12:09.996
37,a,UP,2017-05-15 18:12:10.080
38, ,DOWN,2017-05-15 18:12:10.091
39, ,UP,2017-05-15 18:12:10.146
40,t,DOWN,2017-05-15 18:12:10.397
41,t,UP,2017-05-15 18:12:10.480
42,e,DOWN,2017-05-15 18:12:10.562
43,e,UP,2017-05-15 18:12:10.656
44,s,DOWN,2017-05-15 18:12:10.784
45,s,UP,2017-05-15 18:12:10.833
46,t,DOWN,2017-05-15 18:12:10.946
47,t,UP,2017-05-15 18:12:10.998
48, ,DOWN,2017-05-15 18:12:11.197
49, ,UP,2017-05-15 18:12:11.234
50,t,DOWN,2017-05-15 18:12:11.907
51,t,UP,2017-05-15 18:12:11.989
52,i,DOWN,2017-05-15 18:12:12.060
53,i,UP,2017-05-15 18:12:12.166
54, ,DOWN,2017-05-15 18:12:12.307
55, ,UP,2017-05-15 18:12:12.367
56,OTHER,DOWN,2017-05-15 18:12:12.959
57,OTHER,UP,2017-05-15 18:12:13.058
58,OTHER,DOWN,2017-05-15 18:12:13.138
59,OTHER,UP,2017-05-15 18:12:13.220
60,o,DOWN,2017-05-15 18:12:13.613
61,o,UP,2017-05-15 18:12:13.672
62, ,DOWN,2017-05-15 18:12:13.871
63, ,UP,2017-05-15 18:12:13.944
64,s,DOWN,2017-05-15 18:12:15.371
65,s,UP,2017-05-15 18:12:15.467
66,e,DOWN,2017-05-15 18:12:15.583
67,e,UP,2017-05-15 18:12:15.689
68,e,DOWN,2017-05-15 18:12:15.808
69,e,UP,2017-05-15 18:12:15.901
70, ,DOWN,2017-05-15 18:12:16.076
71, ,UP,2017-05-15 18:12:16.114
72,i,DOWN,2017-05-15 18:12:16.597
73,i,UP,2017-05-15 18:12:16.668
74,f,DOWN,2017-05-15 18:12:16.808
75,f,UP,2017-05-15 18:12:16.915
76,v,DOWN,2017-05-15 18:12:17.026
77,v,UP,2017-05-15 18:12:17.080
78,t,DOWN,2017-05-15 18:12:17.220
79,t,UP,2017-05-15 18:12:17.292
80,e,DOWN,2017-05-15 18:12:17.402
81,h,DOWN,2017-05-15 18:12:17.416
82,e,UP,2017-05-15 18:12:17.459
83,h,UP,2017-05-15 18:12:17.461
84, ,DOWN,2017-05-15 18:12:17.608
85, ,UP,2017-05-15 18:12:17.670
86,OTHER,DOWN,2017-05-15 18:12:18.102
87,OTHER,UP,2017-05-15 18:12:18.175
88,OTHER,DOWN,2017-05-15 18:12:18.597
89,OTHER,UP,2017-05-15 18:12:18.668
90,OTHER,DOWN,2017-05-15 18:12:18.762
91,OTHER,UP,2017-05-15 18:12:18.845
92,OTHER,DOWN,2017-05-15 18:12:18.878
93,OTHER,UP,2017-05-15 18:12:18.915
94,OTHER,DOWN,2017-05-15 18:12:18.996
95,OTHER,UP,2017-05-15 18:12:19.092
96, ,DOWN,2017-05-15 18:12:19.434
97, ,UP,2017-05-15 18:12:19.507
98,t,DOWN,2017-05-15 18:12:19.728
99,t,UP,2017-05-15 18:12:19.823
100,h,DOWN,2017-05-15 18:12:19.932
101,e,DOWN,2017-05-15 18:12:19.963
102,h,UP,2017-05-15 18:12:19.995
103,e,UP,2017-05-15 18:12:20.059
104, ,DOWN,2017-05-15 18:12:20.163
105, ,UP,2017-05-15 18:12:20.213
106,w,DOWN,2017-05-15 18:12:21.219
107,w,UP,2017-05-15 18:12:21.325
108,o,DOWN,2017-05-15 18:12:21.500
109,o,UP,2017-05-15 18:12:21.584
110,r,DOWN,2017-05-15 18:12:21.702
111,r,UP,2017-05-15 18:12:21.799
112,d,DOWN,2017-05-15 18:12:22.209
113,d,UP,2017-05-15 18:12:22.257
114,s,DOWN,2017-05-15 18:12:22.388
115,s,UP,2017-05-15 18:12:22.496
116, ,DOWN,2017-05-15 18:12:22.639
117, ,UP,2017-05-15 18:12:22.701
118,t,DOWN,2017-05-15 18:12:23.560
119,t,UP,2017-05-15 18:12:23.645
120,h,DOWN,2017-05-15 18:12:23.754
121,h,UP,2017-05-15 18:12:23.849
122,a,DOWN,2017-05-15 18:12:23.888
123,a,UP,2017-05-15 18:12:23.980
124,t,DOWN,2017-05-15 18:12:23.993
125,t,UP,2017-05-15 18:12:24.052
126, ,DOWN,2017-05-15 18:12:24.255
127, ,UP,2017-05-15 18:12:24.317
128,i,DOWN,2017-05-15 18:12:24.812
129,i,UP,2017-05-15 18:12:24.909
130, ,DOWN,2017-05-15 18:12:25.043
131, ,UP,2017-05-15 18:12:25.126
132,t,DOWN,2017-05-15 18:12:25.291
133,t,UP,2017-05-15 18:12:25.352
134,y,DOWN,2017-05-15 18:12:25.450
135,y,UP,2017-05-15 18:12:25.520
136,o,DOWN,2017-05-15 18:12:25.632
137,e,DOWN,2017-05-15 18:12:25.723
138,o,UP,2017-05-15 18:12:25.741
139,e,UP,2017-05-15 18:12:25.811
140, ,DOWN,2017-05-15 18:12:25.952
141, ,UP,2017-05-15 18:12:26.037
142,OTHER,DOWN,2017-05-15 18:12:26.524
143,OTHER,UP,2017-05-15 18:12:26.609
144,OTHER,DOWN,2017-05-15 18:12:26.704
145,OTHER,UP,2017-05-15 18:12:26.789
146,p,DOWN,2017-05-15 18:12:26.992
147,p,UP,2017-05-15 18:12:27.064
148,OTHER,DOWN,2017-05-15 18:12:27.492
149,OTHER,UP,2017-05-15 18:12:27.601
150,OTHER,DOWN,2017-05-15 18:12:27.684
151,OTHER,UP,2017-05-15 18:12:27.781
152,p,DOWN,2017-05-15 18:12:28.053
153,p,UP,2017-05-15 18:12:28.160
154,e,DOWN,2017-05-15 18:12:28.824
155,e,UP,2017-05-15 18:12:28.919
156, ,DOWN,2017-05-15 18:12:29.048
157, ,UP,2017-05-15 18:12:29.132
158,a,DOWN,2017-05-15 18:12:29.669
159,a,UP,2017-05-15 18:12:29.787
160,r,DOWN,2017-05-15 18:12:29.927
161,r,UP,2017-05-15 18:12:30.010
162,e,DOWN,2017-05-15 18:12:30.128
