ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-15 16:40:32.523,56
1,t,UP,2017-05-15 16:40:32.632,56
2,h,DOWN,2017-05-15 16:40:32.772,56
3,h,UP,2017-05-15 16:40:32.897,56
4,i,DOWN,2017-05-15 16:40:34.098,56
5,i,UP,2017-05-15 16:40:34.239,56
6,s,DOWN,2017-05-15 16:40:34.442,56
7,s,UP,2017-05-15 16:40:34.566,56
8,SPACE,DOWN,2017-05-15 16:40:34.707,56
9,SPACE,UP,2017-05-15 16:40:34.832,56
10,i,DOWN,2017-05-15 16:40:34.972,56
11,i,UP,2017-05-15 16:40:35.097,56
12,s,DOWN,2017-05-15 16:40:35.237,56
13,s,UP,2017-05-15 16:40:35.580,56
14,SPACE,DOWN,2017-05-15 16:40:35.736,56
15,SPACE,UP,2017-05-15 16:40:35.799,56
16,a,DOWN,2017-05-15 16:40:35.877,56
17,a,UP,2017-05-15 16:40:35.939,56
18,SPACE,DOWN,2017-05-15 16:40:36.002,56
19,SPACE,UP,2017-05-15 16:40:36.064,56
20,t,DOWN,2017-05-15 16:40:36.298,56
21,t,UP,2017-05-15 16:40:36.407,56
22,e,DOWN,2017-05-15 16:40:36.470,56
23,e,UP,2017-05-15 16:40:36.548,56
24,s,DOWN,2017-05-15 16:40:36.626,56
25,s,UP,2017-05-15 16:40:36.766,56
26,t,DOWN,2017-05-15 16:40:36.828,56
27,t,UP,2017-05-15 16:40:36.906,56
28,SPACE,DOWN,2017-05-15 16:40:37.031,56
29,SPACE,UP,2017-05-15 16:40:37.140,56
30,t,DOWN,2017-05-15 16:40:37.905,56
31,t,UP,2017-05-15 16:40:37.998,56
32,o,DOWN,2017-05-15 16:40:38.123,56
33,o,UP,2017-05-15 16:40:38.248,56
34,SPACE,DOWN,2017-05-15 16:40:38.310,56
35,SPACE,UP,2017-05-15 16:40:38.451,56
36,s,DOWN,2017-05-15 16:40:38.513,56
37,s,UP,2017-05-15 16:40:38.576,56
38,e,DOWN,2017-05-15 16:40:38.700,56
39,e,UP,2017-05-15 16:40:38.794,56
40,e,DOWN,2017-05-15 16:40:38.872,56
41,e,UP,2017-05-15 16:40:38.981,56
42,SPACE,DOWN,2017-05-15 16:40:39.075,56
43,SPACE,UP,2017-05-15 16:40:39.184,56
44,i,DOWN,2017-05-15 16:40:39.808,56
45,i,UP,2017-05-15 16:40:39.964,56
46,f,DOWN,2017-05-15 16:40:40.042,56
47,f,UP,2017-05-15 16:40:40.120,56
