ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-15 17:31:37.629
1,t,UP,2017-05-15 17:31:37.689
2,h,DOWN,2017-05-15 17:31:37.846
3,h,UP,2017-05-15 17:31:37.926
4,OTHER,DOWN,2017-05-15 17:31:39.476
5,OTHER,DOWN,2017-05-15 17:31:39.876
6,OTHER,DOWN,2017-05-15 17:31:39.927
7,OTHER,DOWN,2017-05-15 17:31:39.979
8,OTHER,DOWN,2017-05-15 17:31:40.028
9,OTHER,DOWN,2017-05-15 17:31:40.079
10,OTHER,DOWN,2017-05-15 17:31:40.129
11,t,DOWN,2017-05-15 17:31:46.191
12,t,UP,2017-05-15 17:31:46.222
13,h,DOWN,2017-05-15 17:31:46.442
14,h,UP,2017-05-15 17:31:46.491
15,i,DOWN,2017-05-15 17:31:46.626
16,i,UP,2017-05-15 17:31:46.707
17,s,DOWN,2017-05-15 17:31:46.778
18,s,UP,2017-05-15 17:31:46.859
19,n,DOWN,2017-05-15 17:31:47.027
20,n,UP,2017-05-15 17:31:47.067
21,i,DOWN,2017-05-15 17:31:47.888
22,i,UP,2017-05-15 17:31:47.944
23,s,DOWN,2017-05-15 17:31:48.064
24,s,UP,2017-05-15 17:31:48.161
25, ,DOWN,2017-05-15 17:31:48.225
26, ,UP,2017-05-15 17:31:48.315
27,a,DOWN,2017-05-15 17:31:48.513
28,a,UP,2017-05-15 17:31:48.601
29, ,DOWN,2017-05-15 17:31:48.649
30, ,UP,2017-05-15 17:31:48.732
31,OTHER,DOWN,2017-05-15 17:31:49.483
32,OTHER,DOWN,2017-05-15 17:31:49.884
33,OTHER,DOWN,2017-05-15 17:31:49.935
34,OTHER,DOWN,2017-05-15 17:31:49.985
35,OTHER,DOWN,2017-05-15 17:31:50.034
36,OTHER,DOWN,2017-05-15 17:31:50.085
37,OTHER,DOWN,2017-05-15 17:31:50.135
38, ,DOWN,2017-05-15 17:31:50.715
39, ,UP,2017-05-15 17:31:50.749
40,i,DOWN,2017-05-15 17:31:51.140
41,i,UP,2017-05-15 17:31:51.229
42,s,DOWN,2017-05-15 17:31:51.338
43,s,UP,2017-05-15 17:31:51.406
44, ,DOWN,2017-05-15 17:31:51.492
45, ,UP,2017-05-15 17:31:51.575
46,a,DOWN,2017-05-15 17:31:52.248
47,a,UP,2017-05-15 17:31:52.329
48, ,DOWN,2017-05-15 17:31:52.408
49, ,UP,2017-05-15 17:31:52.484
50,t,DOWN,2017-05-15 17:31:52.762
51,t,UP,2017-05-15 17:31:52.843
52,e,DOWN,2017-05-15 17:31:52.882
53,e,UP,2017-05-15 17:31:52.988
54,s,DOWN,2017-05-15 17:31:53.139
55,s,UP,2017-05-15 17:31:53.220
56,t,DOWN,2017-05-15 17:31:53.307
57,t,UP,2017-05-15 17:31:53.380
58, ,DOWN,2017-05-15 17:31:53.564
59, ,UP,2017-05-15 17:31:53.656
60,t,DOWN,2017-05-15 17:31:54.260
61,t,UP,2017-05-15 17:31:54.301
62,o,DOWN,2017-05-15 17:31:54.485
63,o,UP,2017-05-15 17:31:54.565
64, ,DOWN,2017-05-15 17:31:54.813
65, ,UP,2017-05-15 17:31:54.896
66,s,DOWN,2017-05-15 17:31:54.981
67,s,UP,2017-05-15 17:31:55.070
68,e,DOWN,2017-05-15 17:31:55.237
69,e,UP,2017-05-15 17:31:55.319
70,e,DOWN,2017-05-15 17:31:55.430
71,e,UP,2017-05-15 17:31:55.519
72, ,DOWN,2017-05-15 17:31:55.678
73, ,UP,2017-05-15 17:31:55.786
74,o,DOWN,2017-05-15 17:31:56.281
