ID,keyPressed,keyState,timestamp,userID
0,t,DOWN,2017-05-16 15:32:35.241,59
1,t,UP,2017-05-16 15:32:35.334,59
2,h,DOWN,2017-05-16 15:32:35.397,59
3,i,DOWN,2017-05-16 15:32:35.459,59
4,h,UP,2017-05-16 15:32:35.522,59
5,i,UP,2017-05-16 15:32:35.600,59
6,s,DOWN,2017-05-16 15:32:36.426,59
7,s,UP,2017-05-16 15:32:36.551,59
8,SPACE,DOWN,2017-05-16 15:32:36.614,59
9,SPACE,UP,2017-05-16 15:32:36.692,59
10,i,DOWN,2017-05-16 15:32:36.816,59
11,i,UP,2017-05-16 15:32:36.894,59
12,s,DOWN,2017-05-16 15:32:36.972,59
13,s,UP,2017-05-16 15:32:37.066,59
14,SPACE,DOWN,2017-05-16 15:32:37.175,59
15,SPACE,UP,2017-05-16 15:32:37.238,59
16,s,DOWN,2017-05-16 15:32:37.300,59
17,s,UP,2017-05-16 15:32:37.378,59
18,a,DOWN,2017-05-16 15:32:37.487,59
19,a,UP,2017-05-16 15:32:37.596,59
20,SPACE,DOWN,2017-05-16 15:32:37.784,59
21,SPACE,UP,2017-05-16 15:32:37.893,59
22,BACKSPACE,DOWN,2017-05-16 15:32:38.829,59
23,BACKSPACE,UP,2017-05-16 15:32:38.938,59
24,BACKSPACE,DOWN,2017-05-16 15:32:39.110,59
25,BACKSPACE,UP,2017-05-16 15:32:39.188,59
26,BACKSPACE,DOWN,2017-05-16 15:32:39.250,59
27,BACKSPACE,UP,2017-05-16 15:32:39.328,59
28,a,DOWN,2017-05-16 15:32:39.484,59
29,a,UP,2017-05-16 15:32:39.578,59
30,SPACE,DOWN,2017-05-16 15:32:39.640,59
31,SPACE,UP,2017-05-16 15:32:39.718,59
32,t,DOWN,2017-05-16 15:32:40.311,59
33,t,UP,2017-05-16 15:32:40.404,59
34,e,DOWN,2017-05-16 15:32:40.467,59
35,e,UP,2017-05-16 15:32:40.592,59
36,s,DOWN,2017-05-16 15:32:40.654,59
37,s,UP,2017-05-16 15:32:40.748,59
38,t,DOWN,2017-05-16 15:32:40.810,59
39,t,UP,2017-05-16 15:32:40.997,59
40,SPACE,DOWN,2017-05-16 15:32:41.060,59
41,SPACE,UP,2017-05-16 15:32:41.200,59
42,t,DOWN,2017-05-16 15:32:41.933,59
43,t,UP,2017-05-16 15:32:42.027,59
44,o,DOWN,2017-05-16 15:32:42.152,59
45,o,UP,2017-05-16 15:32:42.276,59
46,SPACE,DOWN,2017-05-16 15:32:42.386,59
47,s,DOWN,2017-05-16 15:32:42.479,59
48,SPACE,UP,2017-05-16 15:32:42.542,59
49,s,UP,2017-05-16 15:32:42.604,59
50,e,DOWN,2017-05-16 15:32:43.478,59
51,e,UP,2017-05-16 15:32:43.587,59
52,e,DOWN,2017-05-16 15:32:43.665,59
53,e,UP,2017-05-16 15:32:43.758,59
54,SPACE,DOWN,2017-05-16 15:32:43.914,59
55,SPACE,UP,2017-05-16 15:32:44.024,59
56,i,DOWN,2017-05-16 15:32:44.663,59
57,i,UP,2017-05-16 15:32:44.772,59
58,f,DOWN,2017-05-16 15:32:44.897,59
59,SPACE,DOWN,2017-05-16 15:32:44.975,59
60,f,UP,2017-05-16 15:32:45.038,59
61,SPACE,UP,2017-05-16 15:32:45.100,59
62,t,DOWN,2017-05-16 15:32:45.225,59
63,t,UP,2017-05-16 15:32:45.318,59
64,h,DOWN,2017-05-16 15:32:45.443,59
65,e,DOWN,2017-05-16 15:32:45.521,59
66,e,UP,2017-05-16 15:32:45.615,59
67,h,UP,2017-05-16 15:32:45.677,59
