ID,keyPressed,keyState,timestamp
0,t,DOWN,2017-05-16 17:08:28.090
1,t,UP,2017-05-16 17:08:28.203
2,OTHER,DOWN,2017-05-16 17:08:29.745
3,OTHER,UP,2017-05-16 17:08:29.854
4,r,DOWN,2017-05-16 17:08:30.105
5,r,UP,2017-05-16 17:08:30.204
6,t,DOWN,2017-05-16 17:08:30.204
7,t,UP,2017-05-16 17:08:30.241
8,y,DOWN,2017-05-16 17:08:30.242
9,y,UP,2017-05-16 17:08:30.267
10,h,DOWN,2017-05-16 17:08:30.267
11,h,UP,2017-05-16 17:08:30.392
12,g,DOWN,2017-05-16 17:08:30.392
13,g,UP,2017-05-16 17:08:30.422
14,r,DOWN,2017-05-16 17:08:30.422
15,r,UP,2017-05-16 17:08:30.472
16,e,DOWN,2017-05-16 17:08:30.472
17,e,UP,2017-05-16 17:08:30.674
18,r,DOWN,2017-05-16 17:08:30.674
19,r,UP,2017-05-16 17:08:30.791
20,t,DOWN,2017-05-16 17:08:30.791
21,t,UP,2017-05-16 17:08:30.807
22,OTHER,DOWN,2017-05-16 17:08:31.495
23,OTHER,UP,2017-05-16 17:08:31.652
24,t,DOWN,2017-05-16 17:08:32.390
25,t,UP,2017-05-16 17:08:32.487
26,h,DOWN,2017-05-16 17:08:32.557
27,h,UP,2017-05-16 17:08:32.678
28,e,DOWN,2017-05-16 17:08:32.788
29,e,UP,2017-05-16 17:08:32.907
30,r,DOWN,2017-05-16 17:08:32.966
31,r,UP,2017-05-16 17:08:33.062
32,e,DOWN,2017-05-16 17:08:33.122
33,e,UP,2017-05-16 17:08:33.205
34,OTHER,DOWN,2017-05-16 17:08:34.145
35,OTHER,UP,2017-05-16 17:08:34.241
36,OTHER,DOWN,2017-05-16 17:08:34.289
37,OTHER,UP,2017-05-16 17:08:34.397
38,OTHER,DOWN,2017-05-16 17:08:34.714
39,OTHER,UP,2017-05-16 17:08:34.822
40,i,DOWN,2017-05-16 17:08:35.120
41,i,UP,2017-05-16 17:08:35.228
42,s,DOWN,2017-05-16 17:08:35.443
43,s,UP,2017-05-16 17:08:35.552
44, ,DOWN,2017-05-16 17:08:35.579
45, ,UP,2017-05-16 17:08:35.673
46,i,DOWN,2017-05-16 17:08:36.141
47,i,UP,2017-05-16 17:08:36.250
48,s,DOWN,2017-05-16 17:08:36.343
49,s,UP,2017-05-16 17:08:36.453
50, ,DOWN,2017-05-16 17:08:36.476
51, ,UP,2017-05-16 17:08:36.564
52,a,DOWN,2017-05-16 17:08:37.042
53,a,UP,2017-05-16 17:08:37.162
54, ,DOWN,2017-05-16 17:08:37.221
55, ,UP,2017-05-16 17:08:37.308
56,t,DOWN,2017-05-16 17:08:38.246
57,t,UP,2017-05-16 17:08:38.355
58,e,DOWN,2017-05-16 17:08:38.485
59,e,UP,2017-05-16 17:08:38.558
60,s,DOWN,2017-05-16 17:08:38.689
61,s,UP,2017-05-16 17:08:38.774
62,t,DOWN,2017-05-16 17:08:38.870
63,t,UP,2017-05-16 17:08:38.966
64,v,DOWN,2017-05-16 17:08:39.168
65,v,UP,2017-05-16 17:08:39.337
66,t,DOWN,2017-05-16 17:08:39.945
67,t,UP,2017-05-16 17:08:40.030
68,o,DOWN,2017-05-16 17:08:40.232
69,o,UP,2017-05-16 17:08:40.353
70,b,DOWN,2017-05-16 17:08:40.520
71,b,UP,2017-05-16 17:08:40.617
72,l,DOWN,2017-05-16 17:08:41.054
73,l,UP,2017-05-16 17:08:41.163
74,OTHER,DOWN,2017-05-16 17:08:41.233
75,OTHER,UP,2017-05-16 17:08:41.353
76,OTHER,DOWN,2017-05-16 17:08:41.412
77,OTHER,UP,2017-05-16 17:08:41.510
78,OTHER,DOWN,2017-05-16 17:08:41.631
79,OTHER,UP,2017-05-16 17:08:41.725
80,OTHER,DOWN,2017-05-16 17:08:41.796
81,OTHER,UP,2017-05-16 17:08:41.893
82,OTHER,DOWN,2017-05-16 17:08:42.017
83,OTHER,UP,2017-05-16 17:08:42.131
84, ,DOWN,2017-05-16 17:08:42.487
85, ,UP,2017-05-16 17:08:42.573
86,t,DOWN,2017-05-16 17:08:42.972
87,t,UP,2017-05-16 17:08:43.080
88,o,DOWN,2017-05-16 17:08:43.104
89,o,UP,2017-05-16 17:08:43.245
90, ,DOWN,2017-05-16 17:08:43.390
91, ,UP,2017-05-16 17:08:43.490
92,s,DOWN,2017-05-16 17:08:44.198
93,s,UP,2017-05-16 17:08:44.270
94,e,DOWN,2017-05-16 17:08:44.402
95,e,UP,2017-05-16 17:08:44.498
96,e,DOWN,2017-05-16 17:08:44.568
97,e,UP,2017-05-16 17:08:44.666
